Date,Open,High,Low,Close,Volume
2011-11-01,3.32,3.33,3.32,3.33,38.7771206
2011-11-04,3.27,3.55,3.21,3.55,117.08103867
2011-11-05,3.21,3.21,3.0,3.0,103.512
2011-11-06,2.95,2.95,2.95,2.95,203.388
2011-11-08,3.08,3.08,3.08,3.08,47.47212389
2011-11-09,3.09,3.3,3.09,3.3,58.86052015
2011-11-10,3.25,3.3,2.95,3.3,121.66777314
2011-11-11,3.3,3.3,3.3,3.3,65.434
2011-11-12,3.35,3.35,3.35,3.35,2.79
2011-11-13,3.35,3.35,3.35,3.35,29.48955224
2011-11-14,2.95,2.95,2.47,2.47,183.4
2011-11-15,2.99,3.0,2.5,2.5,97.3416118
2011-11-16,2.51,3.0,2.51,3.0,5.61666667
2011-11-17,3.0,3.0,2.5,2.99,17.01862876
2011-11-18,2.5,2.79,2.5,2.5,88.44
2011-11-19,2.5,2.5,2.43,2.43,48.87212355
2011-11-20,2.37,2.37,2.37,2.37,11.0
2011-11-21,2.45,3.0,2.25,2.25,290.52677579
2011-11-22,2.53,2.59,2.46,2.59,328.49334597
2011-11-24,2.54,3.0,2.54,3.0,9.1446088
2011-11-25,2.5,15.0,2.5,2.75,179.78726599
2011-11-26,2.77,2.77,2.77,2.77,10.09025271
2011-11-28,2.67,2.78,2.66,2.66,180.36714898
2011-11-29,2.69,3.23,2.69,2.72,62.46464882
2011-11-30,3.19,3.19,3.19,3.19,14.53918495
2011-12-01,3.46,3.48,3.3,3.42,233.78003348
2011-12-02,3.45,3.45,3.04,3.04,131.75704022
2011-12-03,2.93,2.93,2.93,2.93,0.5
2011-12-05,2.82,2.99,2.82,2.93,207.3632656
2011-12-06,2.9,3.25,2.89,2.98,216.10928902
2011-12-07,3.05,3.35,3.05,3.3,233.20920018
2011-12-08,3.27,3.5,2.95,3.3,115.71772709
2011-12-10,3.2,3.2,3.0,3.2,12.284375
2011-12-11,3.17,3.37,3.17,3.27,157.77889484
2011-12-12,3.37,3.6,3.37,3.48,75.61897495
2011-12-13,3.25,3.59,3.25,3.56,66.15055522
2011-12-14,3.42,3.49,3.42,3.47,90.7647307
2011-12-15,3.39,3.45,3.39,3.45,102.74202898
2011-12-16,3.25,3.5,3.25,3.44,84.613001
2011-12-18,3.25,3.5,3.25,3.5,17.24285714
2011-12-19,3.5,3.98,3.5,3.85,134.73429197
2011-12-20,4.75,4.75,4.53,4.55,94.74335338
2011-12-21,4.38,4.38,4.38,4.38,20.89954338
2011-12-22,4.19,4.19,4.17,4.17,8.53526439
2011-12-23,3.86,4.35,3.84,4.22,149.49256188
2011-12-24,4.33,4.33,4.33,4.33,27.22479474
2011-12-25,4.32,4.32,4.27,4.27,24.182423
2011-12-26,4.27,4.33,4.27,4.33,56.73660508
2011-12-27,4.33,4.33,4.29,4.29,58.07386739
2011-12-28,4.29,4.3,4.25,4.3,35.55011655
2011-12-29,4.3,4.5,4.3,4.5,36.56096221
2011-12-30,4.26,4.5,4.21,4.21,56.74004969
2011-12-31,4.39,4.58,4.39,4.58,95.3178781
2012-01-01,4.58,5.0,4.58,5.0,21.602
2012-01-02,5.0,5.0,5.0,5.0,19.048
2012-01-03,5.32,5.32,5.14,5.29,88.03728092
2012-01-04,4.93,5.57,4.93,5.57,107.23326023
2012-01-05,5.72,6.65,5.72,6.65,94.80182926
2012-01-06,6.65,6.9,6.0,6.0,33.88274671
2012-01-07,6.8,6.8,6.8,6.8,0.29585799
2012-01-08,6.9,7.0,6.9,7.0,5.0
2012-01-09,6.99,6.99,6.23,6.3,66.8693229
2012-01-10,6.24,7.14,6.24,7.14,62.28998018
2012-01-11,7.14,7.33,6.25,7.0,105.35893402
2012-01-12,6.95,7.38,6.51,6.51,82.30163181
2012-01-13,6.8,7.36,6.6,6.6,48.97014484
2012-01-14,6.5,6.5,6.3,6.3,16.836
2012-01-15,7.15,7.15,7.15,7.15,16.6993007
2012-01-16,6.2,7.1,6.2,7.1,12.64929577
2012-01-17,6.5,6.9,6.0,6.0,80.51400824
2012-01-18,5.99,7.1,5.99,7.1,133.44676912
2012-01-19,5.52,7.0,5.52,6.22,246.71581895
2012-01-20,6.9,6.95,6.55,6.95,95.82599863
2012-01-21,6.3,6.77,6.28,6.77,81.41385241
2012-01-22,6.79,6.83,6.03,6.79,81.27103303
2012-01-23,6.5,6.52,6.0,6.52,94.92062909
2012-01-24,6.52,6.57,6.0,6.55,85.44624147
2012-01-25,6.26,6.86,6.0,6.31,81.1232564
2012-01-26,6.27,6.3,5.5,5.5,29.91907058
2012-01-27,3.8,6.03,3.8,5.88,92.07999287
2012-01-28,4.91,4.91,4.91,4.91,0.25
2012-01-29,5.89,5.9,5.3,5.5,9.45484643
2012-01-30,5.3,5.58,5.3,5.58,15.16
2012-01-31,5.7,6.22,3.8,5.3,110.50333334
2012-02-01,5.53,5.99,5.52,5.88,12.05880628
2012-02-02,5.99,6.28,5.89,6.28,251.00093001
2012-02-03,6.29,6.35,5.93,6.3,155.5524532
2012-02-04,6.35,6.5,5.94,5.94,67.63499409
2012-02-05,5.93,6.15,5.6,5.6,47.85042396
2012-02-06,5.6,5.9,5.2,5.6,29.17833833
2012-02-07,5.5,5.88,5.5,5.69,165.40541896
2012-02-08,5.79,5.87,5.66,5.87,83.57202011
2012-02-09,5.52,5.89,5.51,5.89,83.60318875
2012-02-10,5.88,5.88,5.8,5.88,176.93050375
2012-02-11,5.71,5.71,5.5,5.5,1.8794878
2012-02-12,5.78,5.78,5.55,5.67,64.8434324
2012-02-13,5.53,5.79,5.5,5.79,99.78443902
2012-02-14,5.2,5.8,4.56,4.89,128.34493428
2012-02-15,4.9,5.08,4.69,4.69,67.78916535
2012-02-16,4.5,4.98,4.15,4.51,115.6239213
2012-02-17,4.67,4.8,4.5,4.67,244.67028923
2012-02-18,4.67,4.73,4.14,4.23,254.39025201
2012-02-19,4.38,4.38,4.3,4.38,92.68354434
2012-02-20,4.72,4.72,4.4,4.44,315.93925361
2012-02-21,4.52,4.58,4.3,4.58,358.44920149
2012-02-22,4.47,4.59,4.46,4.51,75.30876636
2012-02-23,4.59,5.22,4.55,5.22,714.84400933
2012-02-24,5.12,5.22,4.95,4.95,37.59711782
2012-02-25,5.11,5.11,5.0,5.0,119.80740151
2012-02-26,4.79,5.07,4.78,4.98,40.9
2012-02-27,4.97,5.1,4.95,5.04,309.05231411
2012-02-28,5.09,5.1,4.71,4.88,440.24138707
2012-02-29,4.97,5.0,4.85,4.99,242.23784635
2012-03-01,4.99,5.05,4.9,5.0,291.16358119
2012-03-02,4.99,4.99,4.64,4.79,245.97471171
2012-03-03,4.81,4.99,4.6,4.65,125.91831514
2012-03-04,4.78,4.81,4.77,4.81,113.6084153
2012-03-05,4.8,5.06,4.77,5.06,518.05455153
2012-03-06,5.0,5.05,4.95,4.98,296.62794242
2012-03-07,5.05,5.09,4.93,4.93,373.49234495
2012-03-08,4.94,5.08,4.87,5.01,326.5657549
2012-03-09,5.01,5.07,4.93,4.93,277.58947933
2012-03-10,4.91,4.99,4.85,4.94,114.04892826
2012-03-11,4.94,5.0,4.84,5.0,24.68252609
2012-03-12,4.85,4.99,4.85,4.99,108.76167997
2012-03-13,4.99,5.32,4.96,5.3,734.65394306
2012-03-14,5.32,5.44,5.27,5.27,1129.74327664
2012-03-15,5.27,5.43,5.27,5.39,633.16784959
2012-03-16,5.3,5.41,5.26,5.26,157.69794429
2012-03-17,5.38,5.42,5.38,5.42,143.87332861
2012-03-18,5.41,5.42,5.24,5.25,412.66352117
2012-03-19,5.24,5.37,4.83,4.83,415.19375675
2012-03-20,4.82,4.97,4.79,4.79,279.75591707
2012-03-21,4.9,4.96,4.9,4.96,9.32862903
2012-03-22,4.86,4.98,4.72,4.91,396.4109947
2012-03-23,4.73,4.89,4.6,4.78,393.13018477
2012-03-24,4.72,4.83,4.62,4.83,191.53850932
2012-03-25,4.61,4.84,4.54,4.54,15.47357192
2012-03-26,4.6,4.75,4.54,4.73,64.76455997
2012-03-27,4.54,4.97,4.54,4.84,369.59079623
2012-03-28,4.75,4.95,4.72,4.93,418.64896343
2012-03-29,4.93,4.93,4.77,4.84,110.39370311
2012-03-30,4.81,4.91,4.76,4.88,161.39879423
2012-03-31,4.9,4.92,4.89,4.9,158.37378321
2012-04-01,4.89,4.89,4.77,4.89,308.5058652
2012-04-02,4.8,5.04,4.78,5.04,888.5786116
2012-04-03,5.04,5.04,4.86,4.99,244.30290125
2012-04-04,4.92,5.01,4.86,5.01,305.43564088
2012-04-05,4.99,5.04,4.89,5.0,400.86488527
2012-04-06,4.9,4.99,4.81,4.99,725.95771755
2012-04-07,4.94,4.94,4.7,4.7,228.65562961
2012-04-08,4.8,4.8,4.69,4.76,177.21795867
2012-04-09,4.7,4.85,4.7,4.75,158.55832457
2012-04-10,4.75,4.87,4.75,4.8,314.81763737
2012-04-11,4.86,4.92,4.78,4.92,425.60463177
2012-04-12,4.87,4.93,4.73,4.93,756.79455183
2012-04-13,4.88,4.95,4.81,4.93,1102.26589487
2012-04-14,4.94,5.01,4.94,4.96,544.64998903
2012-04-15,4.96,4.99,4.92,4.99,114.97408628
2012-04-16,4.93,4.98,4.93,4.98,487.00754874
2012-04-17,4.99,4.99,4.95,4.98,282.51538718
2012-04-18,4.98,5.18,4.98,5.16,839.9317501
2012-04-19,5.17,5.18,5.06,5.13,562.65170965
2012-04-20,5.15,5.38,5.09,5.38,372.83588987
2012-04-21,5.4,5.43,5.19,5.24,301.94356518
2012-04-22,5.24,5.25,5.17,5.17,139.56864263
2012-04-23,5.2,5.25,5.0,5.0,947.46097439
2012-04-24,4.99,5.15,4.98,5.08,1975.83110591
2012-04-25,5.12,5.14,4.86,5.14,1634.21397664
2012-04-26,5.1,5.12,4.86,4.98,762.13021797
2012-04-27,5.03,5.08,4.99,5.04,718.01401093
2012-04-28,5.07,5.07,4.85,4.91,205.02552687
2012-04-29,4.92,4.96,4.81,4.91,62.87862749
2012-04-30,4.92,5.02,4.87,5.0,490.58077752
2012-05-01,4.94,5.04,4.86,4.97,831.7462259
2012-05-02,5.01,5.15,5.01,5.06,495.31714343
2012-05-03,5.06,5.13,5.05,5.1,645.08940157
2012-05-04,5.1,5.15,5.07,5.07,776.0427635
2012-05-05,5.09,5.11,5.04,5.04,415.56904636
2012-05-06,5.06,5.1,5.02,5.08,1234.04605552
2012-05-07,5.05,5.08,4.97,5.05,874.47864459
2012-05-08,5.06,5.08,4.99,5.02,640.55868732
2012-05-09,5.02,5.08,5.01,5.02,350.28159466
2012-05-10,5.02,5.04,4.87,4.87,907.11429341
2012-05-11,4.97,4.97,4.87,4.95,413.82665677
2012-05-12,4.95,4.97,4.91,4.91,219.33389116
2012-05-13,4.95,4.95,4.94,4.94,395.46296566
2012-05-14,4.93,4.99,4.88,4.93,718.72911768
2012-05-15,4.95,5.01,4.9,4.95,600.99596383
2012-05-16,5.0,5.04,4.98,5.04,178.0332215
2012-05-17,5.02,5.03,5.01,5.02,611.21283218
2012-05-18,5.03,5.07,5.03,5.07,912.52426975
2012-05-19,5.08,5.08,5.05,5.07,168.0059752
2012-05-20,5.03,5.08,5.03,5.03,26.40212653
2012-05-21,5.04,5.09,5.01,5.08,354.05739561
2012-05-22,5.05,5.07,5.0,5.03,678.0675855
2012-05-23,5.02,5.1,5.02,5.1,558.15131265
2012-05-24,5.08,5.12,5.04,5.12,904.74009563
2012-05-25,5.09,5.1,5.08,5.08,274.91026252
2012-05-26,5.08,5.09,5.06,5.07,388.706217
2012-05-27,5.08,5.08,5.0,5.07,913.5296725
2012-05-28,5.08,5.08,5.07,5.07,180.68383317
2012-05-29,5.07,5.12,4.95,5.11,1341.51430437
2012-05-30,5.07,5.14,5.07,5.14,748.40168128
2012-05-31,5.14,5.17,5.1,5.17,1102.63991433
2012-06-01,5.17,5.24,5.16,5.22,473.66441064
2012-06-02,5.2,5.21,5.17,5.19,192.43478463
2012-06-03,5.19,5.2,5.19,5.19,14.33475413
2012-06-04,5.18,5.24,5.14,5.22,1359.1183093
2012-06-05,5.22,5.49,5.22,5.37,929.19495142
2012-06-06,5.39,5.49,5.37,5.41,770.84630967
2012-06-07,5.41,5.53,5.4,5.53,1412.87520675
2012-06-08,5.48,5.63,5.46,5.61,1397.44902141
2012-06-09,5.6,5.62,5.47,5.48,353.65603433
2012-06-10,5.54,5.54,5.42,5.42,270.95117635
2012-06-11,5.48,5.57,5.4,5.52,667.67216608
2012-06-12,5.57,5.9,5.53,5.71,9330.40796351
2012-06-13,5.77,6.0,5.71,5.86,1690.19740728
2012-06-14,5.86,5.91,5.79,5.9,3236.50872608
2012-06-15,5.88,6.42,5.56,6.42,2041.44728738
2012-06-16,6.41,6.52,6.12,6.41,1010.13937535
2012-06-17,6.41,6.47,6.13,6.19,424.19045736
2012-06-18,6.13,6.34,5.98,6.06,2483.09865297
2012-06-19,6.13,6.49,6.13,6.46,1389.04883704
2012-06-20,6.4,6.65,6.26,6.64,2075.98456731
2012-06-21,6.66,6.69,6.64,6.64,480.84201914
2012-06-22,6.64,6.67,6.48,6.59,963.16079857
2012-06-23,6.6,6.61,6.33,6.45,1137.14132853
2012-06-24,6.35,6.45,6.35,6.4,599.17294989
2012-06-25,6.35,6.35,6.11,6.26,1956.72821545
2012-06-26,6.26,6.46,6.17,6.41,2273.09860084
2012-06-27,6.41,6.68,6.34,6.49,11231.7782872
2012-06-28,6.49,6.54,5.99,6.5,4266.15056833
2012-06-29,6.5,6.63,6.49,6.52,8127.55500202
2012-06-30,6.58,6.61,6.5,6.61,828.0520601
2012-07-01,6.6,6.62,6.52,6.52,332.44372303
2012-07-02,6.55,6.64,6.52,6.61,1792.23613156
2012-07-03,6.61,6.66,6.4,6.44,1936.39057108
2012-07-04,6.44,6.55,6.36,6.44,2014.68873238
2012-07-05,6.52,6.66,6.52,6.6,1406.97193177
2012-07-06,6.59,6.6,6.39,6.59,1662.61510481
2012-07-07,6.6,6.79,6.56,6.79,1408.47982275
2012-07-08,6.8,6.8,6.45,6.73,830.37090426
2012-07-09,6.77,6.99,6.55,6.94,1751.75552756
2012-07-10,6.95,7.13,6.95,7.08,1495.14428871
2012-07-11,7.08,7.15,7.04,7.14,751.6620754
2012-07-12,7.15,7.59,7.1,7.59,2325.83757491
2012-07-13,7.6,7.69,7.46,7.59,1204.54573744
2012-07-14,7.58,7.58,7.44,7.55,717.31461973
2012-07-15,7.55,7.57,7.4,7.57,322.39208253
2012-07-16,7.57,8.3,7.14,8.3,3680.08259313
2012-07-17,8.3,8.8,7.7,8.55,3658.89689039
2012-07-18,8.5,9.15,8.36,9.0,2613.84283038
2012-07-19,9.06,9.2,8.76,8.76,2512.84139938
2012-07-20,8.76,8.76,7.93,8.44,1378.66512932
2012-07-21,8.52,8.91,8.2,8.74,2380.64465925
2012-07-22,8.74,8.8,8.3,8.42,1483.54734477
2012-07-23,8.42,8.88,8.1,8.59,2585.86162059
2012-07-24,8.59,8.8,8.25,8.61,1298.89850455
2012-07-25,8.59,8.64,8.24,8.64,1795.4597738
2012-07-26,8.64,8.83,8.45,8.75,837.67858922
2012-07-27,8.76,8.91,8.76,8.83,687.49671529
2012-07-28,8.83,9.0,8.78,8.88,1498.92603223
2012-07-29,8.79,8.79,8.7,8.71,590.37066164
2012-07-30,8.7,9.0,8.54,9.0,2423.61350596
2012-07-31,9.0,9.28,8.92,9.28,1324.42575089
2012-08-01,9.28,9.5,8.9,9.45,2419.60607319
2012-08-02,9.45,10.52,9.4,10.44,2209.70926083
2012-08-03,10.4,12.0,10.1,10.79,2419.41343128
2012-08-04,10.96,11.2,10.5,10.51,635.36838137
2012-08-05,10.93,10.93,10.29,10.71,1906.76190708
2012-08-06,10.71,10.99,10.43,10.84,2070.07812126
2012-08-07,10.86,10.87,10.72,10.75,1039.03555
2012-08-08,10.75,11.04,10.7,10.99,2746.09461916
2012-08-09,11.0,12.49,10.79,11.0,2432.99473284
2012-08-10,11.0,11.5,10.9,11.32,2554.43905586
2012-08-11,11.32,11.4,11.25,11.38,358.81692698
2012-08-12,11.4,11.69,11.34,11.49,838.43263012
2012-08-13,11.42,11.98,11.4,11.89,3499.58597122
2012-08-14,11.9,12.3,11.81,12.25,1925.97314889
2012-08-15,12.13,13.2,12.13,13.01,1592.26779355
2012-08-16,13.14,13.5,12.75,13.42,1529.32907411
2012-08-17,13.49,16.41,11.5,12.5,4868.2788647
2012-08-18,12.64,12.99,11.11,11.54,2511.36721749
2012-08-19,11.86,11.86,7.1,8.06,5427.25152634
2012-08-20,8.09,10.33,7.86,10.05,3382.49965273
2012-08-21,9.79,10.51,9.53,10.18,3384.91944347
2012-08-22,9.99,10.71,9.75,9.96,8193.33129551
2012-08-23,9.96,10.19,9.78,10.02,2710.25541207
2012-08-24,10.03,10.51,9.83,10.37,4170.89273974
2012-08-25,10.45,10.58,10.14,10.57,581.27122838
2012-08-26,10.57,10.62,10.2,10.31,1412.06354461
2012-08-27,10.31,11.93,10.31,10.78,4283.77447567
2012-08-28,10.9,11.21,10.63,11.0,2970.10121296
2012-08-29,11.0,11.05,10.49,10.78,4768.86011122
2012-08-30,10.81,10.91,10.51,10.65,1513.88396981
2012-08-31,10.65,10.8,9.69,10.16,2915.12925669
2012-09-01,10.2,10.2,9.85,9.91,665.20204584
2012-09-02,10.07,10.18,9.49,10.18,1340.45182165
2012-09-03,10.17,10.55,9.95,10.55,1166.65101376
2012-09-04,10.36,10.5,10.14,10.36,2649.65990944
2012-09-05,10.38,10.99,10.12,10.99,1870.38903077
2012-09-06,10.9,11.15,10.68,11.02,3296.23211516
2012-09-07,11.03,11.1,10.83,11.03,1351.77011209
2012-09-08,10.98,11.11,10.3,10.97,1355.12940955
2012-09-09,10.97,11.04,10.84,10.98,1216.12471861
2012-09-10,10.85,11.08,10.74,10.95,2492.0609078
2012-09-11,10.95,11.04,10.38,11.04,4794.96358945
2012-09-12,11.04,11.14,10.75,11.14,2414.68753313
2012-09-13,11.17,11.42,10.98,11.3,2138.98077277
2012-09-14,11.26,11.7,11.05,11.5,2127.29435416
2012-09-15,11.6,11.65,11.35,11.63,594.79395476
2012-09-16,11.63,11.8,11.53,11.75,1287.40625221
2012-09-17,11.75,11.88,11.58,11.85,689.94090289
2012-09-18,11.85,12.28,11.67,11.91,3735.01772908
2012-09-19,11.9,12.5,11.9,12.32,1251.58348153
2012-09-20,12.44,12.66,12.28,12.28,767.93391028
2012-09-21,12.29,12.35,12.01,12.19,1990.390172
2012-09-22,12.14,12.25,11.97,11.97,818.04702569
2012-09-23,12.11,12.11,11.79,11.99,1084.4627435
2012-09-24,11.99,11.99,11.69,11.9,1523.1995401
2012-09-25,11.9,12.18,11.56,11.75,3057.44986028
2012-09-26,11.8,12.2,11.53,12.2,3038.10509723
2012-09-27,12.2,12.38,11.84,12.22,3306.1454631
2012-09-28,12.21,12.28,11.53,12.28,2842.62287799
2012-09-29,12.28,12.28,12.12,12.28,584.15406141
2012-09-30,12.2,12.28,12.17,12.22,173.21424584
2012-10-01,12.21,12.27,11.6,12.14,3151.92775758
2012-10-02,12.2,12.7,12.14,12.64,4634.41771006
2012-10-03,12.63,12.99,12.45,12.9,4948.45567254
2012-10-04,12.9,12.9,12.51,12.57,3211.88600052
2012-10-05,12.61,12.7,11.5,12.5,5459.56068823
2012-10-06,12.51,12.6,12.06,12.39,1640.41684964
2012-10-07,12.39,12.45,11.52,11.71,3262.84750678
2012-10-08,11.7,11.99,10.42,11.62,2885.95781205
2012-10-09,11.62,12.26,11.52,11.99,1933.93908902
2012-10-10,11.85,12.25,11.79,12.24,2369.71836122
2012-10-11,12.1,12.13,11.58,12.09,2349.86047283
2012-10-12,11.95,12.1,11.81,11.9,735.71660723
2012-10-13,11.9,12.0,11.81,11.85,486.61590663
2012-10-14,11.85,11.9,11.79,11.79,336.21764746
2012-10-15,11.78,11.84,11.03,11.66,3425.95800655
2012-10-16,11.8,11.94,11.17,11.92,1004.49967705
2012-10-17,11.79,11.97,11.15,11.88,3020.89053744
2012-10-18,11.9,11.9,11.55,11.8,1277.75425699
2012-10-19,11.75,11.84,11.5,11.67,10149.00152834
2012-10-20,11.65,11.7,11.53,11.6,704.85501096
2012-10-21,11.6,11.68,11.29,11.32,2048.2603274
2012-10-22,11.54,11.57,11.27,11.49,1913.11800635
2012-10-23,11.5,11.7,11.25,11.58,2717.11005347
2012-10-24,11.38,11.62,11.01,11.4,3180.17696528
2012-10-25,11.39,11.39,10.4,10.55,3077.54063611
2012-10-26,10.46,10.84,9.68,10.0,2384.64651219
2012-10-27,10.0,10.75,9.5,10.43,1989.47751315
2012-10-28,10.35,10.75,10.3,10.54,972.31928641
2012-10-29,10.67,10.8,10.32,10.8,2655.79081052
2012-10-30,10.8,10.81,10.43,10.8,2780.31469797
2012-10-31,10.79,11.0,10.66,11.0,3057.67949809
2012-11-01,11.0,11.05,10.63,10.85,1726.98832083
2012-11-02,10.85,10.96,10.45,10.67,2477.44954186
2012-11-03,10.54,10.69,10.41,10.66,1572.81466123
2012-11-04,10.67,10.68,10.4,10.64,2010.40623276
2012-11-05,10.63,10.8,10.5,10.78,5531.26120623
2012-11-06,10.78,10.8,10.51,10.74,3348.9128113
2012-11-07,10.68,10.84,10.45,10.8,4027.99948329
2012-11-08,10.65,10.83,10.25,10.81,2930.39949932
2012-11-09,10.69,10.84,10.61,10.8,2342.58038365
2012-11-10,10.8,10.87,10.63,10.81,1074.44382042
2012-11-11,10.82,10.85,10.64,10.82,650.67843328
2012-11-12,10.78,10.92,10.72,10.87,1146.3177332
2012-11-13,10.92,10.99,10.76,10.87,2565.61377886
2012-11-14,10.87,10.98,10.74,10.97,1294.56300647
2012-11-15,10.98,11.05,10.81,11.05,2452.65680749
2012-11-16,11.05,11.6,10.96,11.46,7094.45117043
2012-11-17,11.48,11.65,11.45,11.57,795.35041288
2012-11-18,11.56,11.65,11.32,11.51,1033.46070103
2012-11-19,11.51,11.65,11.03,11.65,4206.61783953
2012-11-20,11.6,11.69,11.44,11.65,2524.49574607
2012-11-21,11.64,11.67,11.34,11.67,3449.38003121
2012-11-22,11.67,12.12,11.55,11.88,10030.59751874
2012-11-23,11.86,12.16,11.66,12.16,2085.93949654
2012-11-24,12.16,12.29,12.06,12.25,1378.94883856
2012-11-25,12.29,12.35,12.2,12.31,1110.26121167
2012-11-26,12.32,12.4,12.11,12.2,4569.27484871
2012-11-27,12.2,12.23,11.75,12.07,3692.2521096
2012-11-28,12.01,12.74,11.93,12.22,4332.17242759
2012-11-29,12.22,12.41,12.1,12.37,3553.5757769
2012-11-30,12.35,12.45,12.2,12.43,3472.32663904
2012-12-01,12.39,12.46,12.31,12.34,2513.8489983
2012-12-02,12.44,12.46,12.24,12.42,1741.38980015
2012-12-03,12.46,12.6,12.32,12.6,5124.74579569
2012-12-04,12.5,13.01,12.42,12.59,5524.27022107
2012-12-05,12.86,13.43,12.63,13.2,3202.16066699
2012-12-06,13.2,13.59,13.02,13.45,4479.87872055
2012-12-07,13.34,13.48,13.11,13.37,3494.4659778
2012-12-08,13.3,13.37,13.3,13.36,509.44467262
2012-12-09,13.35,13.36,13.1,13.29,1187.24480088
2012-12-10,13.3,13.4,13.03,13.3,6444.03315208
2012-12-11,13.13,13.41,13.13,13.35,2641.35197437
2012-12-12,13.39,13.49,13.23,13.49,3925.65665288
2012-12-13,13.49,13.52,13.05,13.52,5259.5436393
2012-12-14,13.51,13.94,13.38,13.51,5949.65698308
2012-12-15,13.51,13.57,13.28,13.38,1531.9210066
2012-12-16,13.38,13.44,13.27,13.27,1217.80887677
2012-12-17,13.28,13.29,12.85,13.2,5313.36578293
2012-12-18,13.3,13.62,12.75,13.13,5416.93282345
2012-12-19,13.13,13.4,13.0,13.4,4893.71657011
2012-12-20,13.27,13.44,13.14,13.35,1866.13166055
2012-12-21,13.38,13.41,13.2,13.2,2559.57635595
2012-12-22,13.28,13.37,13.11,13.2,870.39564745
2012-12-23,13.2,13.29,13.04,13.14,518.01209598
2012-12-24,13.11,13.24,13.01,13.23,1511.90177234
2012-12-25,13.23,13.25,13.09,13.24,1136.04126972
2012-12-26,13.09,13.19,13.01,13.18,2247.79836176
2012-12-27,13.18,13.25,12.91,13.2,3347.61148059
2012-12-28,13.19,13.29,13.01,13.18,4176.88180204
2012-12-29,13.18,13.28,13.11,13.22,274.78659657
2012-12-30,13.13,13.29,13.1,13.2,1020.89023268
2012-12-31,13.2,13.29,13.05,13.24,1641.78561176
2013-01-01,13.24,13.24,12.77,13.22,2116.92940861
2013-01-02,13.12,13.19,12.98,13.09,1840.84872369
2013-01-03,13.09,13.26,12.96,13.19,3320.9720537
2013-01-04,13.12,13.24,12.84,13.19,2700.25350733
2013-01-05,13.19,13.19,13.03,13.15,1463.53584872
2013-01-06,13.11,13.15,13.06,13.15,453.5630895
